gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,TotalServices,Recency_score,Frequency_score,Monetary_score,treatment,contract_score,tenure_norm,charge_norm,persuadability,churn_observed,persuadability_bin,churn_risk,uplift_score
Female,0,Yes,Yes,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.7,1415.85,0,0,1,0,1,1,0.0,0.0138888888888888,0.1658947368421052,0.0373456140350877,0,Low,14.660068,0.06896368
Male,0,Yes,No,59,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,One year,No,Credit card (automatic),66.4,3958.2,0,4,1,4,3,1,0.3,0.1805555555555555,0.5591578947368422,0.3159982456140351,0,Low,15.937426,0.012902141
Male,0,No,No,69,No,No phone service,DSL,No,Yes,Yes,No,No,No,One year,Yes,Bank transfer (automatic),35.75,2492.25,0,2,1,2,2,0,0.3,0.0416666666666666,0.3010526315789473,0.2227105263157894,0,Low,19.864815,-0.1472438
Male,0,No,No,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,18.8,279.2,0,0,3,0,1,0,0.3,0.7361111111111112,0.1583157894736842,0.4024964912280702,0,Medium,7.117873,0.12232429
Female,0,Yes,Yes,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.4,1083.0,0,0,1,0,1,0,0.0,0.2361111111111111,0.1633684210526315,0.1035070175438596,0,Low,17.155214,-0.08324543
Female,0,No,No,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.3,755.5,0,0,2,0,1,1,0.3,0.4722222222222222,0.1625263157894736,0.3241719298245614,0,Low,9.460237,0.18592635
Male,0,No,No,10,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,45.55,402.6,1,0,4,0,2,1,1.0,0.8611111111111112,0.383578947368421,0.8350491228070175,0,High,27.802164,0.23774466
Female,1,Yes,No,47,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),67.45,3252.0,0,3,2,3,3,0,1.0,0.3472222222222222,0.5680000000000001,0.7177666666666667,0,Medium,19.861088,0.11581237
Female,0,Yes,No,2,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,35.1,68.75,1,1,5,1,2,1,1.0,0.9722222222222222,0.295578947368421,0.8507824561403509,1,High,55.752037,-0.06399584
Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),46.2,46.2,1,0,5,0,2,1,1.0,0.9861111111111112,0.3890526315789473,0.8736438596491228,1,High,46.4383,-0.059980214
Female,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,45.15,45.15,1,0,5,0,2,1,1.0,0.9861111111111112,0.3802105263157894,0.8718754385964913,1,High,50.749653,-0.059099466
Male,1,No,No,1,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,43.3,43.3,1,3,5,3,2,1,1.0,0.9861111111111112,0.3646315789473684,0.8687596491228071,0,High,45.633198,0.160146
Male,0,Yes,Yes,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,20.1,936.85,0,0,2,0,1,0,0.0,0.3611111111111111,0.1692631578947368,0.1421859649122807,0,Low,8.771179,0.010645539
Female,1,No,No,38,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),57.15,2250.65,1,2,2,2,2,1,1.0,0.4722222222222222,0.4812631578947368,0.737919298245614,0,Medium,17.661745,0.08907072
Female,0,Yes,No,65,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Two year,No,Credit card (automatic),58.9,3857.1,0,3,1,3,2,0,0.0,0.0972222222222222,0.496,0.1283666666666666,0,Low,19.07385,0.10792776
Female,0,Yes,No,19,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,73.2,1441.1,1,1,3,1,3,1,1.0,0.7361111111111112,0.616421052631579,0.8441175438596491,0,High,28.99982,0.15027277
Male,0,No,No,52,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.35,4338.6,1,2,1,2,3,1,1.0,0.2777777777777778,0.7187368421052631,0.727080701754386,0,Medium,22.85901,0.038725346
Male,0,Yes,Yes,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.45,1378.45,0,0,1,0,1,1,0.0,0.0138888888888888,0.1637894736842105,0.0369245614035087,0,Low,12.84358,0.092859104
Female,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,45.95,45.95,1,0,5,0,2,1,1.0,0.9861111111111112,0.3869473684210526,0.873222807017544,0,High,43.45729,0.1807726
Female,1,No,No,52,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,50.5,2566.3,0,4,1,4,2,0,1.0,0.2777777777777778,0.4252631578947368,0.6683859649122808,0,Medium,16.697718,0.054942496
Male,0,Yes,No,6,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,25.1,171.0,0,0,5,0,1,1,0.3,0.9166666666666666,0.2113684210526316,0.4672736842105263,0,Medium,13.484566,0.084727466
Female,1,Yes,No,26,Yes,No,DSL,No,No,Yes,No,No,Yes,One year,No,Mailed check,60.7,1597.4,0,2,2,2,3,1,0.3,0.6388888888888888,0.5111578947368421,0.4438982456140351,0,Medium,13.7960415,0.10104664
Male,1,No,No,48,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,99.0,4744.35,0,3,2,3,4,1,0.3,0.3333333333333333,0.8336842105263158,0.4167368421052632,0,Medium,33.022537,0.035401672
Female,0,Yes,Yes,64,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),104.4,6721.6,0,4,1,4,4,0,0.3,0.1111111111111111,0.8791578947368421,0.3591649122807018,1,Low,20.67853,0.27316004
Female,0,No,No,3,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,83.75,247.25,1,2,5,2,3,0,1.0,0.9583333333333334,0.7052631578947368,0.9285526315789474,1,High,43.941055,0.33498675
Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),44.05,44.05,0,0,5,0,2,0,1.0,0.9861111111111112,0.3709473684210526,0.8700228070175439,0,High,41.075157,0.29726133
Male,0,Yes,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),24.1,1734.65,0,0,1,0,1,1,0.0,0.0,0.2029473684210526,0.0405894736842105,1,Low,31.229362,-0.17308334
Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,45.55,45.55,0,0,5,0,2,1,1.0,0.9861111111111112,0.383578947368421,0.8725491228070176,0,High,41.69229,0.28521827
Female,0,Yes,Yes,51,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,93.8,4539.35,0,3,1,3,4,0,1.0,0.2916666666666666,0.7898947368421052,0.7454789473684211,0,Medium,24.24126,0.10574252
Female,0,Yes,Yes,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.7,804.25,0,0,2,0,1,1,0.0,0.4305555555555556,0.1658947368421052,0.1623456140350877,0,Low,9.805737,0.058152556
Female,0,Yes,Yes,72,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),70.65,5011.15,0,4,1,4,3,1,0.0,0.0,0.5949473684210527,0.1189894736842105,0,Low,9.177874,0.11840665
Female,0,Yes,No,43,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Credit card (automatic),86.45,3574.5,0,5,2,5,3,1,0.0,0.4027777777777778,0.728,0.2664333333333333,0,Low,10.745299,0.13650322
Male,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),114.1,8086.4,0,6,1,6,4,1,0.0,0.0,0.9608421052631578,0.1921684210526315,0,Low,20.291327,0.011477828
Male,0,Yes,No,47,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),95.2,4563.0,0,2,2,2,4,1,0.3,0.3472222222222222,0.8016842105263158,0.4145035087719298,0,Medium,25.986675,0.010869548
Male,0,No,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),88.55,6362.35,0,6,1,6,3,1,0.0,0.0,0.7456842105263157,0.1491368421052631,0,Low,13.552946,0.10571568
Male,0,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),20.75,67.1,0,0,5,0,1,0,1.0,0.9583333333333334,0.1747368421052631,0.8224473684210526,0,Medium,19.945477,0.034788147
Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.05,70.05,1,0,5,0,3,1,1.0,0.9861111111111112,0.5898947368421052,0.9138122807017544,0,High,50.816708,0.20939621
Male,0,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,86.0,165.45,1,1,5,1,3,1,1.0,0.9722222222222222,0.7242105263157895,0.9365087719298244,0,High,54.806686,0.31341353
Male,0,No,No,26,No,No phone service,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),44.65,1156.55,0,3,2,3,2,1,1.0,0.6388888888888888,0.376,0.7668666666666667,0,Medium,22.981596,0.21387053
Male,0,Yes,Yes,29,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,60.2,1834.15,0,2,2,2,3,1,1.0,0.5972222222222222,0.5069473684210527,0.7805561403508773,0,Medium,16.640892,0.11581169
Female,1,Yes,No,35,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),100.5,3653.35,1,4,2,4,4,1,1.0,0.5138888888888888,0.8463157894736842,0.8234298245614036,0,Medium,18.67739,0.42871627
Male,0,No,No,27,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,No,Bank transfer (automatic),55.45,1477.65,0,2,2,2,2,0,0.3,0.625,0.4669473684210526,0.4308894736842105,0,Medium,11.553141,0.06958887
Male,0,Yes,Yes,24,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),70.3,1706.45,0,4,3,4,3,0,1.0,0.6666666666666667,0.592,0.8184,0,Medium,15.400206,0.11087859
Male,0,Yes,Yes,67,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),60.4,3953.7,0,3,1,3,3,0,0.0,0.0694444444444444,0.5086315789473684,0.122559649122807,1,Low,18.641161,0.13932276
Female,0,No,No,16,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,72.65,1194.3,1,0,3,0,3,0,1.0,0.7777777777777778,0.6117894736842105,0.8556912280701755,1,High,38.886723,0.23441043
Female,0,No,No,23,Yes,No,DSL,No,Yes,Yes,No,No,No,One year,No,Bank transfer (automatic),55.8,1327.85,0,2,3,2,2,1,0.3,0.6805555555555556,0.4698947368421052,0.4481456140350877,0,Medium,10.805377,0.0482008
Male,0,No,No,14,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,31.1,419.7,0,1,3,1,2,1,1.0,0.8055555555555556,0.2618947368421053,0.7940456140350878,0,Medium,18.787315,0.21989462
Female,0,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,21.0,21.0,1,0,5,0,1,0,1.0,0.9861111111111112,0.1768421052631578,0.831201754385965,1,High,27.10166,0.42923653
Female,1,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,45.1,45.1,1,0,5,0,2,0,1.0,0.9861111111111112,0.3797894736842105,0.8717912280701755,1,High,46.514797,0.075428635
Male,1,No,No,4,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),50.95,207.35,0,3,5,3,2,1,1.0,0.9444444444444444,0.4290526315789474,0.8691438596491228,0,High,30.513546,0.20065972
Male,0,No,Yes,16,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,69.1,1083.7,0,3,3,3,3,0,1.0,0.7777777777777778,0.5818947368421052,0.8497122807017544,0,High,18.293554,0.10609035
Female,0,Yes,No,46,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,43.95,2007.85,0,2,2,2,2,1,1.0,0.3611111111111111,0.3701052631578947,0.6823543859649124,0,Medium,22.540852,0.050984085
Male,0,No,Yes,68,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),86.5,5882.75,0,5,1,5,3,1,0.0,0.0555555555555555,0.728421052631579,0.1623508771929824,0,Low,12.13255,0.027654171
Male,0,No,No,38,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,69.95,2657.55,0,4,2,4,3,1,1.0,0.4722222222222222,0.5890526315789474,0.7594771929824561,0,Medium,17.009941,0.12928052
Male,1,Yes,No,30,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),50.4,1527.5,1,1,2,1,2,0,1.0,0.5833333333333333,0.4244210526315789,0.7598842105263157,1,Medium,18.113018,0.16981642
Female,1,No,No,5,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,78.95,378.4,1,1,5,1,3,0,1.0,0.9305555555555556,0.6648421052631579,0.9121350877192984,1,High,46.430794,0.33345532
Male,0,No,No,17,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),90.95,1612.2,0,3,3,3,4,1,1.0,0.7638888888888888,0.7658947368421053,0.8823456140350877,0,High,27.778584,-0.062224925
Male,0,Yes,Yes,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.9,76.65,0,0,5,0,1,1,0.0,0.9444444444444444,0.167578947368421,0.3168491228070175,1,Low,19.531439,-0.035273716
Female,0,No,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,20.15,260.7,0,0,4,0,1,0,0.3,0.8333333333333334,0.1696842105263157,0.4339368421052632,0,Medium,9.626618,0.10126081
Male,0,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),90.6,6441.85,0,6,1,6,4,1,0.0,0.0,0.7629473684210526,0.1525894736842105,0,Low,10.734842,-0.09438031
Male,0,No,No,3,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,92.0,266.8,0,2,5,2,4,0,1.0,0.9583333333333334,0.7747368421052632,0.9424473684210526,0,High,56.01701,0.070345014
Male,0,No,No,56,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,94.45,5124.6,1,3,1,3,4,1,1.0,0.2222222222222222,0.7953684210526316,0.725740350877193,0,Medium,24.337973,0.2936293
Female,0,No,No,41,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,24.85,962.25,0,0,2,0,1,0,0.3,0.4305555555555556,0.2092631578947368,0.321019298245614,0,Low,13.465537,0.20486246
Male,0,No,No,40,No,No phone service,DSL,No,Yes,No,Yes,No,No,One year,No,Credit card (automatic),36.0,1382.9,0,2,2,2,2,1,0.3,0.4444444444444444,0.3031578947368421,0.3439649122807017,0,Low,10.512326,0.12759185
Female,0,No,No,7,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,78.5,571.05,0,5,4,5,3,0,1.0,0.9027777777777778,0.6610526315789473,0.9030438596491228,0,High,22.92418,0.26501158
Male,0,No,No,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.95,1399.35,0,0,1,0,1,0,0.0,0.0416666666666666,0.1679999999999999,0.0460999999999999,0,Low,13.288516,0.030025885
Male,0,Yes,Yes,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.65,150.0,0,0,4,0,1,0,0.3,0.9027777777777778,0.1738947368421052,0.4556122807017543,0,Medium,12.155498,0.06338188
Female,0,Yes,Yes,5,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,30.5,167.2,0,1,5,1,2,0,1.0,0.9305555555555556,0.2568421052631578,0.8305350877192983,0,High,32.415768,-0.050138414
Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),106.1,7657.4,0,5,1,5,4,1,0.0,0.0,0.8934736842105263,0.1786947368421052,0,Low,25.254322,0.15265362
Male,0,Yes,Yes,44,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),20.5,865.05,0,0,2,0,1,1,0.3,0.3888888888888888,0.1726315789473684,0.3011929824561403,0,Low,11.299106,0.15340906
Female,0,No,No,65,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,95.5,6153.85,0,3,1,3,4,0,0.3,0.0972222222222222,0.8042105263157895,0.3400087719298245,0,Low,22.181112,0.1549567
Female,0,No,No,3,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,64.6,174.2,0,2,5,2,3,0,1.0,0.9583333333333334,0.5439999999999999,0.8963,1,High,27.052725,0.07806629
Male,0,No,No,24,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),51.1,1269.6,0,1,3,1,2,1,1.0,0.6666666666666667,0.4303157894736842,0.7860631578947368,0,Medium,14.1485405,0.10357255
Female,0,No,No,44,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),84.8,3862.55,1,2,2,2,3,1,1.0,0.3888888888888888,0.7141052631578947,0.7594877192982457,0,Medium,20.815533,0.28058758
Female,1,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),89.1,6352.4,0,6,1,6,3,1,0.0,0.0,0.7503157894736842,0.1500631578947368,0,Low,15.243822,0.18048279
Male,0,No,No,24,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Electronic check,54.95,1348.5,0,2,3,2,2,0,1.0,0.6666666666666667,0.4627368421052631,0.7925473684210526,0,Medium,14.782611,0.1006046
Male,0,No,No,1,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,50.9,50.9,1,1,5,1,2,0,1.0,0.9861111111111112,0.4286315789473684,0.881559649122807,1,High,43.54094,0.35239697
Male,0,Yes,No,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),20.45,471.55,0,0,3,0,1,1,1.0,0.6944444444444444,0.1722105263157894,0.7427754385964912,0,Medium,10.511179,0.16970794
Male,0,Yes,Yes,70,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),85.95,5931.75,0,5,1,5,3,0,0.0,0.0277777777777777,0.7237894736842105,0.1530912280701754,0,Low,14.055029,-0.030796662
Male,0,Yes,Yes,25,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,60.35,1404.65,0,1,2,1,3,1,1.0,0.6527777777777778,0.5082105263157894,0.7974754385964912,0,Medium,15.060137,0.10319653
Male,0,Yes,Yes,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.8,726.1,0,0,2,0,1,0,0.0,0.4861111111111111,0.1667368421052631,0.1791807017543859,0,Low,9.9439745,-0.014742717
Female,1,Yes,Yes,22,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),85.35,1961.6,0,1,3,1,3,1,1.0,0.6944444444444444,0.7187368421052631,0.8520807017543859,0,High,27.4537,0.38516632
Female,0,Yes,Yes,59,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),72.1,4194.85,0,3,1,3,3,0,0.0,0.1805555555555555,0.607157894736842,0.1755982456140351,0,Low,12.775913,0.11296909
Male,0,Yes,Yes,49,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.8,4872.45,1,3,1,3,4,1,1.0,0.3194444444444444,0.840421052631579,0.7639175438596492,1,Medium,36.713722,0.036453962
Male,0,Yes,Yes,47,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),107.35,5118.95,1,4,2,4,4,0,1.0,0.3472222222222222,0.904,0.7849666666666666,1,Medium,26.290867,0.23972555
Female,0,Yes,Yes,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.55,658.95,1,0,2,0,1,1,1.0,0.5694444444444444,0.1646315789473684,0.703759649122807,0,Medium,11.433164,0.21871321
Male,0,Yes,Yes,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,81.05,81.05,0,1,5,1,3,0,1.0,0.9861111111111112,0.6825263157894736,0.932338596491228,0,High,46.825825,-0.018093824
Male,0,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,20.5,76.95,0,0,5,0,1,1,1.0,0.9583333333333334,0.1726315789473684,0.8220263157894736,0,Medium,21.41293,0.23190847
Female,0,Yes,No,53,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),111.8,5809.75,0,5,1,5,4,1,0.3,0.2638888888888888,0.9414736842105262,0.4174614035087719,0,Medium,34.820168,0.5535332
Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.2,20.2,0,0,5,0,1,1,1.0,0.9861111111111112,0.1701052631578947,0.8298543859649123,0,High,19.50279,0.2462397
Male,0,No,No,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,19.7,415.9,0,0,3,0,1,1,0.3,0.7222222222222222,0.1658947368421052,0.3998456140350876,0,Medium,9.876219,0.18520096
Female,0,No,No,3,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,79.1,246.5,1,2,5,2,3,1,1.0,0.9583333333333334,0.6661052631578946,0.9207210526315788,0,High,37.235104,0.30138096
Female,0,No,No,51,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),19.85,996.95,0,0,1,0,1,1,0.3,0.2916666666666666,0.1671578947368421,0.2709315789473684,0,Low,15.277544,0.19575042
Female,0,Yes,No,51,Yes,No,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Bank transfer (automatic),60.5,3145.15,0,3,1,3,3,0,0.3,0.2916666666666666,0.5094736842105263,0.3393947368421052,0,Low,21.481525,0.0795131
Female,0,Yes,Yes,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.55,265.3,0,0,3,0,1,1,0.0,0.8194444444444444,0.1646315789473684,0.278759649122807,0,Low,9.733944,-0.008699566
Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.9,20.9,0,0,5,0,1,0,1.0,0.9861111111111112,0.176,0.8310333333333334,0,High,18.87301,0.0840718
Male,0,No,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,21.05,21.05,0,0,5,0,1,0,1.0,0.9861111111111112,0.1772631578947368,0.8312859649122808,0,High,25.751099,0.24228945
Male,0,No,No,63,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,One year,No,Electronic check,71.5,4576.3,0,4,1,4,3,0,0.3,0.125,0.6021052631578947,0.3079210526315789,0,Low,14.438924,-0.04016234
Male,0,No,No,3,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,54.65,189.1,0,1,5,1,2,0,1.0,0.9583333333333334,0.4602105263157894,0.8795421052631579,0,High,28.266588,0.13203314
Male,0,No,No,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.2,908.15,0,0,2,0,1,1,0.0,0.3611111111111111,0.1616842105263158,0.1406701754385965,0,Low,7.068478,0.07519272
Male,0,No,No,1,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),49.8,49.8,0,0,5,0,2,1,1.0,0.9861111111111112,0.4193684210526315,0.8797070175438597,0,High,41.802746,0.15851122
Male,0,No,Yes,8,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,25.5,215.2,1,0,4,0,1,1,1.0,0.8888888888888888,0.2147368421052631,0.8096140350877192,0,Medium,18.890259,0.13973425
Female,0,Yes,Yes,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.5,1500.95,0,0,1,0,1,1,0.0,0.0138888888888888,0.1726315789473684,0.0386929824561403,0,Low,10.612769,0.09080353
Male,0,Yes,Yes,55,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),90.4,5099.15,0,2,1,2,4,0,1.0,0.2361111111111111,0.7612631578947369,0.7230859649122807,0,Medium,21.94223,0.05073829
Female,0,No,No,70,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),90.25,6385.95,0,3,1,3,4,0,0.3,0.0277777777777777,0.76,0.3103333333333333,0,Low,20.798298,0.09326644
Female,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,80.75,159.45,1,1,5,1,3,0,1.0,0.9722222222222222,0.68,0.9276666666666666,1,High,48.52209,0.42213026
Male,0,Yes,Yes,67,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),104.6,6885.75,0,4,1,4,4,0,0.0,0.0694444444444444,0.8808421052631579,0.1970017543859649,0,Low,19.758602,-0.055194214
Male,0,Yes,No,65,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),91.85,5940.85,1,2,1,2,4,0,1.0,0.0972222222222222,0.7734736842105263,0.683861403508772,1,Medium,23.992584,0.14722149
